"customer","staff","date","amount","running_total"
"Ruben Geary","Jon Stephens","2007-04-09","1.99","1784.55"
"Brett Cornwell","Jon Stephens","2007-04-09","5.99","1790.54"
"Angel Barclay","Jon Stephens","2007-04-09","2.99","1793.53"
"Nathaniel Adam","Jon Stephens","2007-04-09","6.99","1800.52"
"Raul Fortier","Jon Stephens","2007-04-09","2.99","1803.51"
"Chester Benner","Jon Stephens","2007-04-09","3.99","1807.50"
"Cecil Vines","Mike Hillyer","2007-04-09","6.99","1814.49"
"Andre Rapp","Jon Stephens","2007-04-09","0.99","1815.48"
"Brad Mccurdy","Mike Hillyer","2007-04-09","7.99","1823.47"
"Ron Deluca","Jon Stephens","2007-04-09","0.99","1824.46"
"Roland South","Mike Hillyer","2007-04-09","2.99","1832.44"
"Roland South","Jon Stephens","2007-04-09","4.99","1832.44"
"Arnold Havens","Jon Stephens","2007-04-09","6.99","1846.42"
"Arnold Havens","Jon Stephens","2007-04-09","6.99","1846.42"
"Harvey Guajardo","Jon Stephens","2007-04-09","2.99","1856.40"
"Harvey Guajardo","Mike Hillyer","2007-04-09","6.99","1856.40"
"Jared Ely","Jon Stephens","2007-04-09","4.99","1861.39"
"Karl Seal","Jon Stephens","2007-04-09","3.99","1868.37"
"Karl Seal","Jon Stephens","2007-04-09","2.99","1868.37"
"Cory Meehan","Mike Hillyer","2007-04-09","0.99","1869.36"
"Claude Herzog","Jon Stephens","2007-04-09","3.99","1873.35"
"Neil Renner","Mike Hillyer","2007-04-09","7.99","1889.32"
"Neil Renner","Jon Stephens","2007-04-09","2.99","1889.32"
"Neil Renner","Jon Stephens","2007-04-09","4.99","1889.32"
"Fernando Churchill","Jon Stephens","2007-04-09","0.99","1890.31"
"Ted Breaux","Mike Hillyer","2007-04-09","4.99","1907.28"
"Ted Breaux","Jon Stephens","2007-04-09","8.99","1907.28"
"Ted Breaux","Mike Hillyer","2007-04-09","2.99","1907.28"
"Mathew Bolin","Jon Stephens","2007-04-09","2.99","1923.25"
"Mathew Bolin","Jon Stephens","2007-04-09","4.99","1923.25"
"Mathew Bolin","Jon Stephens","2007-04-09","7.99","1923.25"
"Darren Windham","Jon Stephens","2007-04-09","4.99","1931.23"
"Darren Windham","Mike Hillyer","2007-04-09","2.99","1931.23"
"Lonnie Tirado","Mike Hillyer","2007-04-09","6.99","1939.21"
"Lonnie Tirado","Jon Stephens","2007-04-09","0.99","1939.21"
"Lance Pemberton","Jon Stephens","2007-04-09","4.99","1944.20"
"Julio Noland","Mike Hillyer","2007-04-09","0.99","1945.19"
"Kurt Emmons","Jon Stephens","2007-04-09","4.99","1950.18"
"Allan Cornish","Jon Stephens","2007-04-09","4.99","1955.17"
"Clayton Barbee","Mike Hillyer","2007-04-09","1.99","1957.16"
"Hugh Waldrop","Mike Hillyer","2007-04-09","7.99","1965.15"
"Jimmie Eggleston","Mike Hillyer","2007-04-09","3.99","1976.13"
"Jimmie Eggleston","Jon Stephens","2007-04-09","6.99","1976.13"
"Everett Banda","Jon Stephens","2007-04-09","1.99","1978.12"
"Jordan Archuleta","Jon Stephens","2007-04-09","2.99","1981.11"
"Wallace Slone","Jon Stephens","2007-04-09","0.99","1982.10"
"Ken Prewitt","Mike Hillyer","2007-04-09","0.99","1983.09"
"Jaime Nettles","Mike Hillyer","2007-04-09","4.99","1989.07"
"Jaime Nettles","Jon Stephens","2007-04-09","0.99","1989.07"
"Casey Mena","Mike Hillyer","2007-04-09","9.99","1999.06"
"Alberto Henning","Jon Stephens","2007-04-09","2.99","2002.05"
"Byron Box","Mike Hillyer","2007-04-09","5.99","2008.04"
"Julian Vest","Mike Hillyer","2007-04-09","3.99","2021.01"
"Julian Vest","Mike Hillyer","2007-04-09","3.99","2021.01"
"Julian Vest","Jon Stephens","2007-04-09","4.99","2021.01"
"Willard Lumpkin","Mike Hillyer","2007-04-09","4.99","2026.99"
"Willard Lumpkin","Mike Hillyer","2007-04-09","0.99","2026.99"
"Virgil Wofford","Mike Hillyer","2007-04-09","4.99","2031.98"
"Marshall Thorn","Mike Hillyer","2007-04-09","0.99","2038.96"
"Marshall Thorn","Mike Hillyer","2007-04-09","5.99","2038.96"
"Perry Swafford","Jon Stephens","2007-04-09","2.99","2041.95"
"Kirk Stclair","Jon Stephens","2007-04-09","2.99","2044.94"
"Sergio Stanfield","Jon Stephens","2007-04-09","3.99","2048.93"
"Marion Ocampo","Mike Hillyer","2007-04-09","4.99","2056.91"
"Marion Ocampo","Jon Stephens","2007-04-09","2.99","2056.91"
"Seth Hannon","Mike Hillyer","2007-04-09","0.99","2057.90"
"Eduardo Hiatt","Jon Stephens","2007-04-09","2.99","2060.89"
"Freddie Duggan","Mike Hillyer","2007-04-09","4.99","2066.87"
"Freddie Duggan","Mike Hillyer","2007-04-09","0.99","2066.87"
"Austin Cintron","Mike Hillyer","2007-04-09","0.99","2067.86"
"Patricia Johnson","Mike Hillyer","2007-04-10","2.99","9.98"
"Patricia Johnson","Mike Hillyer","2007-04-10","6.99","9.98"
"Elizabeth Brown","Jon Stephens","2007-04-10","0.99","10.97"
"Jennifer Davis","Mike Hillyer","2007-04-10","0.99","11.96"
"Maria Miller","Mike Hillyer","2007-04-10","7.99","19.95"
"Margaret Moore","Mike Hillyer","2007-04-10","2.99","22.94"
"Dorothy Taylor","Mike Hillyer","2007-04-10","2.99","25.93"
"Lisa Anderson","Jon Stephens","2007-04-10","5.99","31.92"
"Betty White","Mike Hillyer","2007-04-10","7.99","39.91"
"Helen Harris","Mike Hillyer","2007-04-10","2.99","45.89"
"Helen Harris","Jon Stephens","2007-04-10","2.99","45.89"
"Donna Thompson","Mike Hillyer","2007-04-10","3.99","53.87"
"Donna Thompson","Mike Hillyer","2007-04-10","3.99","53.87"
"Sharon Robinson","Mike Hillyer","2007-04-10","2.99","56.86"
"Michelle Clark","Mike Hillyer","2007-04-10","2.99","63.84"
"Michelle Clark","Mike Hillyer","2007-04-10","3.99","63.84"
"Laura Rodriguez","Mike Hillyer","2007-04-10","2.99","66.83"
"Kimberly Lee","Jon Stephens","2007-04-10","0.99","67.82"
"Deborah Walker","Mike Hillyer","2007-04-10","2.99","70.81"
"Shirley Allen","Mike Hillyer","2007-04-10","0.99","76.79"
"Shirley Allen","Mike Hillyer","2007-04-10","4.99","76.79"
"Cynthia Young","Jon Stephens","2007-04-10","2.99","85.77"
"Cynthia Young","Mike Hillyer","2007-04-10","5.99","85.77"
"Angela Hernandez","Mike Hillyer","2007-04-10","1.99","87.76"
"Melissa King","Jon Stephens","2007-04-10","7.99","95.75"
"Amy Lopez","Mike Hillyer","2007-04-10","0.99","99.73"
"Amy Lopez","Mike Hillyer","2007-04-10","2.99","99.73"
"Anna Hill","Mike Hillyer","2007-04-10","4.99","104.72"
"Rebecca Scott","Jon Stephens","2007-04-10","5.99","115.70"
"Rebecca Scott","Jon Stephens","2007-04-10","4.99","115.70"
"Virginia Green","Mike Hillyer","2007-04-10","5.99","122.68"
"Virginia Green","Mike Hillyer","2007-04-10","0.99","122.68"
"Martha Gonzalez","Mike Hillyer","2007-04-10","2.99","125.67"
"Amanda Carter","Jon Stephens","2007-04-10","2.99","134.65"
"Amanda Carter","Mike Hillyer","2007-04-10","5.99","134.65"
"Carolyn Perez","Jon Stephens","2007-04-10","3.99","138.64"
"Christine Roberts","Mike Hillyer","2007-04-10","2.99","146.62"
"Christine Roberts","Jon Stephens","2007-04-10","4.99","146.62"
"Marie Turner","Mike Hillyer","2007-04-10","3.99","171.58"
"Marie Turner","Jon Stephens","2007-04-10","6.99","171.58"
"Marie Turner","Mike Hillyer","2007-04-10","8.99","171.58"
"Marie Turner","Jon Stephens","2007-04-10","4.99","171.58"
"Janet Phillips","Jon Stephens","2007-04-10","2.99","176.55"
"Janet Phillips","Jon Stephens","2007-04-10","0.99","176.55"
"Janet Phillips","Mike Hillyer","2007-04-10","0.99","176.55"
"Catherine Campbell","Jon Stephens","2007-04-10","4.99","181.54"
"Diane Collins","Mike Hillyer","2007-04-10","6.99","203.51"
"Diane Collins","Jon Stephens","2007-04-10","4.99","203.51"
"Diane Collins","Jon Stephens","2007-04-10","9.99","203.51"
"Alice Stewart","Mike Hillyer","2007-04-10","4.99","208.50"
"Julie Sanchez","Mike Hillyer","2007-04-10","2.99","211.49"
"Teresa Rogers","Mike Hillyer","2007-04-10","2.99","217.47"
"Teresa Rogers","Mike Hillyer","2007-04-10","2.99","217.47"
"Evelyn Morgan","Mike Hillyer","2007-04-10","0.99","221.45"
"Evelyn Morgan","Jon Stephens","2007-04-10","2.99","221.45"
"Cheryl Murphy","Mike Hillyer","2007-04-10","4.99","226.44"
"Ashley Richardson","Mike Hillyer","2007-04-10","6.99","243.41"
"Ashley Richardson","Jon Stephens","2007-04-10","4.99","243.41"
"Ashley Richardson","Jon Stephens","2007-04-10","4.99","243.41"
"Rose Howard","Mike Hillyer","2007-04-10","3.99","247.40"
"Janice Ward","Jon Stephens","2007-04-10","0.99","248.39"
"Judy Gray","Jon Stephens","2007-04-10","3.99","252.38"
"Christina Ramirez","Mike Hillyer","2007-04-10","5.99","258.37"
"Kathy James","Mike Hillyer","2007-04-10","8.99","277.34"
"Kathy James","Jon Stephens","2007-04-10","4.99","277.34"
"Kathy James","Mike Hillyer","2007-04-10","4.99","277.34"
"Theresa Watson","Mike Hillyer","2007-04-10","4.99","282.33"
"Denise Kelly","Jon Stephens","2007-04-10","2.99","293.30"
"Denise Kelly","Jon Stephens","2007-04-10","4.99","293.30"
"Denise Kelly","Mike Hillyer","2007-04-10","2.99","293.30"
"Irene Price","Jon Stephens","2007-04-10","0.99","294.29"
"Lori Wood","Jon Stephens","2007-04-10","0.99","295.28"
"Rachel Barnes","Mike Hillyer","2007-04-10","2.99","298.27"
"Kathryn Coleman","Jon Stephens","2007-04-10","4.99","303.26"
"Sara Perry","Mike Hillyer","2007-04-10","5.99","309.25"
"Jacqueline Long","Mike Hillyer","2007-04-10","8.99","318.24"
"Wanda Patterson","Jon Stephens","2007-04-10","4.99","327.22"
"Wanda Patterson","Mike Hillyer","2007-04-10","3.99","327.22"
"Ruby Washington","Jon Stephens","2007-04-10","3.99","331.21"
"Lois Butler","Jon Stephens","2007-04-10","0.99","332.20"
"Tina Simmons","Jon Stephens","2007-04-10","7.99","350.17"
"Tina Simmons","Jon Stephens","2007-04-10","2.99","350.17"
"Tina Simmons","Mike Hillyer","2007-04-10","6.99","350.17"
"Norma Gonzales","Jon Stephens","2007-04-10","4.99","360.15"
"Norma Gonzales","Jon Stephens","2007-04-10","4.99","360.15"
"Diana Alexander","Mike Hillyer","2007-04-10","2.99","369.12"
"Diana Alexander","Mike Hillyer","2007-04-10","0.99","369.12"
"Diana Alexander","Mike Hillyer","2007-04-10","4.99","369.12"
"Emily Diaz","Mike Hillyer","2007-04-10","2.99","372.11"
"Peggy Myers","Mike Hillyer","2007-04-10","2.99","375.10"
"Crystal Ford","Mike Hillyer","2007-04-10","2.99","378.09"
"Dawn Sullivan","Jon Stephens","2007-04-10","2.99","386.07"
"Dawn Sullivan","Jon Stephens","2007-04-10","4.99","386.07"
"Florence Woods","Jon Stephens","2007-04-10","2.99","393.05"
"Florence Woods","Jon Stephens","2007-04-10","3.99","393.05"
"Tracy Cole","Mike Hillyer","2007-04-10","5.99","404.03"
"Tracy Cole","Jon Stephens","2007-04-10","4.99","404.03"
"Cindy Fisher","Mike Hillyer","2007-04-10","5.99","415.01"
"Cindy Fisher","Jon Stephens","2007-04-10","4.99","415.01"
"Grace Ellis","Mike Hillyer","2007-04-10","2.99","422.99"
"Grace Ellis","Jon Stephens","2007-04-10","4.99","422.99"
"Edith Mcdonald","Mike Hillyer","2007-04-10","0.99","423.98"
"Kim Cruz","Mike Hillyer","2007-04-10","1.99","425.97"
"Josephine Gomez","Jon Stephens","2007-04-10","0.99","426.96"
"Sheila Wells","Mike Hillyer","2007-04-10","2.99","429.95"
"Ethel Webb","Jon Stephens","2007-04-10","7.99","437.94"
"Ellen Simpson","Mike Hillyer","2007-04-10","0.99","438.93"
"Elaine Stevens","Jon Stephens","2007-04-10","2.99","441.92"
"Marjorie Tucker","Mike Hillyer","2007-04-10","4.99","451.90"
"Marjorie Tucker","Jon Stephens","2007-04-10","4.99","451.90"
"Monica Hicks","Jon Stephens","2007-04-10","2.99","461.87"
"Monica Hicks","Mike Hillyer","2007-04-10","3.99","461.87"
"Monica Hicks","Mike Hillyer","2007-04-10","2.99","461.87"
"Esther Crawford","Mike Hillyer","2007-04-10","0.99","470.84"
"Esther Crawford","Jon Stephens","2007-04-10","5.99","470.84"
"Esther Crawford","Jon Stephens","2007-04-10","1.99","470.84"
"Juanita Mason","Mike Hillyer","2007-04-10","0.99","471.83"
"Anita Morales","Mike Hillyer","2007-04-10","3.99","475.82"
"Rhonda Kennedy","Mike Hillyer","2007-04-10","2.99","478.81"
"Hazel Warren","Mike Hillyer","2007-04-10","4.99","485.79"
"Hazel Warren","Mike Hillyer","2007-04-10","1.99","485.79"
"Debbie Reyes","Mike Hillyer","2007-04-10","0.99","486.78"
"Clara Shaw","Jon Stephens","2007-04-10","7.99","494.77"
"Joanne Robertson","Mike Hillyer","2007-04-10","2.99","498.75"
"Joanne Robertson","Mike Hillyer","2007-04-10","0.99","498.75"
"Suzanne Nichols","Jon Stephens","2007-04-10","0.99","500.73"
"Suzanne Nichols","Jon Stephens","2007-04-10","0.99","500.73"
"Michele Grant","Jon Stephens","2007-04-10","2.99","503.72"
"Bertha Ferguson","Jon Stephens","2007-04-10","0.99","512.69"
"Bertha Ferguson","Mike Hillyer","2007-04-10","2.99","512.69"
"Bertha Ferguson","Jon Stephens","2007-04-10","4.99","512.69"
"Darlene Rose","Mike Hillyer","2007-04-10","4.99","517.68"
"Veronica Stone","Mike Hillyer","2007-04-10","2.99","525.66"
"Veronica Stone","Mike Hillyer","2007-04-10","4.99","525.66"
"Jill Hawkins","Jon Stephens","2007-04-10","0.99","526.65"
"Cathy Spencer","Jon Stephens","2007-04-10","4.99","542.63"
"Cathy Spencer","Mike Hillyer","2007-04-10","10.99","542.63"
"Joann Gardner","Mike Hillyer","2007-04-10","3.99","546.62"
"Lorraine Stephens","Mike Hillyer","2007-04-10","0.99","559.59"
"Lorraine Stephens","Jon Stephens","2007-04-10","4.99","559.59"
"Lorraine Stephens","Jon Stephens","2007-04-10","6.99","559.59"
"Lynn Payne","Mike Hillyer","2007-04-10","2.99","570.57"
"Lynn Payne","Mike Hillyer","2007-04-10","7.99","570.57"
"Sally Pierce","Mike Hillyer","2007-04-10","2.99","573.56"
"Regina Berry","Mike Hillyer","2007-04-10","5.99","579.55"
"Beatrice Arnold","Jon Stephens","2007-04-10","7.99","595.52"
"Beatrice Arnold","Jon Stephens","2007-04-10","2.99","595.52"
"Beatrice Arnold","Mike Hillyer","2007-04-10","4.99","595.52"
"Dolores Wagner","Mike Hillyer","2007-04-10","5.99","606.50"
"Dolores Wagner","Mike Hillyer","2007-04-10","4.99","606.50"
"Audrey Ray","Mike Hillyer","2007-04-10","3.99","613.48"
"Audrey Ray","Jon Stephens","2007-04-10","2.99","613.48"
"Marion Snyder","Mike Hillyer","2007-04-10","2.99","616.47"
"Stacy Cunningham","Mike Hillyer","2007-04-10","3.99","621.45"
"Stacy Cunningham","Jon Stephens","2007-04-10","0.99","621.45"
"Ida Andrews","Jon Stephens","2007-04-10","0.99","622.44"
"Vivian Ruiz","Mike Hillyer","2007-04-10","0.99","623.43"
"Brittany Riley","Mike Hillyer","2007-04-10","8.99","639.41"
"Brittany Riley","Jon Stephens","2007-04-10","6.99","639.41"
"Melanie Armstrong","Jon Stephens","2007-04-10","5.99","645.40"
"Jeanette Greene","Mike Hillyer","2007-04-10","5.99","651.39"
"Kristen Chavez","Jon Stephens","2007-04-10","3.99","655.38"
"Vanessa Sims","Mike Hillyer","2007-04-10","0.99","656.37"
"Alma Austin","Jon Stephens","2007-04-10","4.99","661.36"
"Elsie Kelley","Jon Stephens","2007-04-10","4.99","666.35"
"Beth Franklin","Jon Stephens","2007-04-10","5.99","672.34"
"Carla Gutierrez","Jon Stephens","2007-04-10","2.99","675.33"
"Tara Ryan","Jon Stephens","2007-04-10","5.99","681.32"
"Rosemary Schmidt","Mike Hillyer","2007-04-10","2.99","684.31"
"Gertrude Castillo","Jon Stephens","2007-04-10","0.99","685.30"
"Lucy Wheeler","Jon Stephens","2007-04-10","2.99","688.29"
"Ella Oliver","Jon Stephens","2007-04-10","0.99","689.28"
"Stacey Montgomery","Mike Hillyer","2007-04-10","5.99","704.25"
"Stacey Montgomery","Jon Stephens","2007-04-10","3.99","704.25"
"Stacey Montgomery","Jon Stephens","2007-04-10","4.99","704.25"
"Jessie Banks","Jon Stephens","2007-04-10","8.99","716.23"
"Jessie Banks","Mike Hillyer","2007-04-10","2.99","716.23"
"Agnes Bishop","Jon Stephens","2007-04-10","2.99","723.21"
"Agnes Bishop","Jon Stephens","2007-04-10","3.99","723.21"
"Vera Mccoy","Jon Stephens","2007-04-10","0.99","724.20"
"Willie Howell","Jon Stephens","2007-04-10","7.99","732.19"
"Charlene Alvarez","Jon Stephens","2007-04-10","0.99","739.16"
"Charlene Alvarez","Jon Stephens","2007-04-10","2.99","739.16"
"Charlene Alvarez","Jon Stephens","2007-04-10","2.99","739.16"
"Bessie Morrison","Jon Stephens","2007-04-10","5.99","745.15"
"Delores Hansen","Jon Stephens","2007-04-10","5.99","758.13"
"Delores Hansen","Jon Stephens","2007-04-10","6.99","758.13"
"Melinda Fernandez","Jon Stephens","2007-04-10","2.99","761.12"
"Allison Stanley","Jon Stephens","2007-04-10","0.99","762.11"
"Tamara Nguyen","Mike Hillyer","2007-04-10","2.99","765.10"
"Georgia Jacobs","Mike Hillyer","2007-04-10","5.99","771.09"
"Lillie Kim","Mike Hillyer","2007-04-10","2.99","774.08"
"Jackie Lynch","Mike Hillyer","2007-04-10","4.99","779.07"
"Marcia Dean","Jon Stephens","2007-04-10","3.99","787.05"
"Marcia Dean","Mike Hillyer","2007-04-10","3.99","787.05"
"Nellie Garrett","Mike Hillyer","2007-04-10","5.99","793.04"
"Minnie Romero","Jon Stephens","2007-04-10","4.99","799.02"
"Minnie Romero","Mike Hillyer","2007-04-10","0.99","799.02"
"Marlene Welch","Mike Hillyer","2007-04-10","0.99","800.01"
"Heidi Larson","Mike Hillyer","2007-04-10","4.99","808.99"
"Heidi Larson","Jon Stephens","2007-04-10","3.99","808.99"
"Glenda Frazier","Jon Stephens","2007-04-10","5.99","814.98"
"Viola Hanson","Mike Hillyer","2007-04-10","3.99","824.95"
"Viola Hanson","Jon Stephens","2007-04-10","0.99","824.95"
"Viola Hanson","Mike Hillyer","2007-04-10","4.99","824.95"
"Courtney Day","Mike Hillyer","2007-04-10","4.99","829.94"
"Stella Moreno","Mike Hillyer","2007-04-10","4.99","834.93"
"Dora Medina","Jon Stephens","2007-04-10","3.99","838.92"
"Jo Fowler","Mike Hillyer","2007-04-10","2.99","842.90"
"Jo Fowler","Mike Hillyer","2007-04-10","0.99","842.90"
"Vickie Brewer","Jon Stephens","2007-04-10","2.99","845.89"
"Mattie Hoffman","Jon Stephens","2007-04-10","2.99","848.88"
"Terry Carlson","Mike Hillyer","2007-04-10","4.99","853.87"
"Maxine Silva","Mike Hillyer","2007-04-10","7.99","873.83"
"Maxine Silva","Jon Stephens","2007-04-10","4.99","873.83"
"Maxine Silva","Mike Hillyer","2007-04-10","0.99","873.83"
"Maxine Silva","Mike Hillyer","2007-04-10","5.99","873.83"
"Irma Pearson","Mike Hillyer","2007-04-10","0.99","876.81"
"Irma Pearson","Mike Hillyer","2007-04-10","1.99","876.81"
"Marsha Douglas","Mike Hillyer","2007-04-10","4.99","881.80"
"Myrtle Fleming","Mike Hillyer","2007-04-10","0.99","892.78"
"Myrtle Fleming","Mike Hillyer","2007-04-10","9.99","892.78"
"Jennie Terry","Mike Hillyer","2007-04-10","9.99","902.77"
"Nora Herrera","Mike Hillyer","2007-04-10","4.99","907.76"
"Nina Soto","Jon Stephens","2007-04-10","2.99","920.73"
"Nina Soto","Jon Stephens","2007-04-10","6.99","920.73"
"Nina Soto","Jon Stephens","2007-04-10","2.99","920.73"
"Leah Curtis","Jon Stephens","2007-04-10","0.99","921.72"
"Penny Neal","Jon Stephens","2007-04-10","1.99","926.70"
"Penny Neal","Mike Hillyer","2007-04-10","2.99","926.70"
"Priscilla Lowe","Mike Hillyer","2007-04-10","2.99","929.69"
"Olga Jimenez","Mike Hillyer","2007-04-10","2.99","933.67"
"Olga Jimenez","Mike Hillyer","2007-04-10","0.99","933.67"
"Jenny Castro","Mike Hillyer","2007-04-10","6.99","940.66"
"Felicia Sutton","Jon Stephens","2007-04-10","2.99","943.65"
"Miriam Mckinney","Mike Hillyer","2007-04-10","9.99","953.64"
"Velma Lucas","Mike Hillyer","2007-04-10","4.99","958.63"
"Becky Miles","Jon Stephens","2007-04-10","0.99","963.61"
"Becky Miles","Mike Hillyer","2007-04-10","3.99","963.61"
"Violet Rodriquez","Jon Stephens","2007-04-10","4.99","969.59"
"Violet Rodriquez","Jon Stephens","2007-04-10","0.99","969.59"
"Kristina Chambers","Jon Stephens","2007-04-10","2.99","972.58"
"Toni Holt","Jon Stephens","2007-04-10","2.99","975.57"
"Misty Lambert","Mike Hillyer","2007-04-10","4.99","980.56"
"Mae Fletcher","Jon Stephens","2007-04-10","3.99","984.55"
"Daisy Bates","Jon Stephens","2007-04-10","4.99","989.54"
"Ramona Hale","Mike Hillyer","2007-04-10","4.99","994.53"
"Sherri Rhodes","Mike Hillyer","2007-04-10","8.99","1003.52"
"James Gannon","Mike Hillyer","2007-04-10","2.99","1006.51"
"John Farnsworth","Jon Stephens","2007-04-10","2.99","1020.49"
"John Farnsworth","Mike Hillyer","2007-04-10","10.99","1020.49"
"Robert Baughman","Jon Stephens","2007-04-10","2.99","1026.47"
"Robert Baughman","Jon Stephens","2007-04-10","2.99","1026.47"
"Michael Silverman","Jon Stephens","2007-04-10","0.99","1035.44"
"Michael Silverman","Jon Stephens","2007-04-10","4.99","1035.44"
"Michael Silverman","Jon Stephens","2007-04-10","2.99","1035.44"
"David Royal","Mike Hillyer","2007-04-10","4.99","1045.41"
"David Royal","Jon Stephens","2007-04-10","0.99","1045.41"
"David Royal","Jon Stephens","2007-04-10","3.99","1045.41"
"Richard Mccrary","Mike Hillyer","2007-04-10","8.99","1059.39"
"Richard Mccrary","Jon Stephens","2007-04-10","4.99","1059.39"
"Charles Kowalski","Jon Stephens","2007-04-10","2.99","1062.38"
"Joseph Joy","Mike Hillyer","2007-04-10","3.99","1066.37"
"Thomas Grigsby","Mike Hillyer","2007-04-10","2.99","1069.36"
"Christopher Greco","Mike Hillyer","2007-04-10","4.99","1074.35"
"Daniel Cabral","Mike Hillyer","2007-04-10","5.99","1081.33"
"Daniel Cabral","Jon Stephens","2007-04-10","0.99","1081.33"
"George Linton","Jon Stephens","2007-04-10","0.99","1082.32"
"Steven Curley","Mike Hillyer","2007-04-10","5.99","1096.30"
"Steven Curley","Jon Stephens","2007-04-10","7.99","1096.30"
"Edward Baugh","Jon Stephens","2007-04-10","7.99","1105.28"
